parkcode,name,latitude,longitude,description,activities,weatherInfo
chat,Chattahoochee River,33.99698333,-84.28953177,"Today the river valley attracts us for so many reasons. Take a solitary walk to enjoy nature’s display, raft leisurely through the rocky shoals with friends, fish the misty waters as the sun comes up, or have a picnic on a Sunday afternoon. Get Outdoors and experience your Chattahoochee River National Recreation Area as you have never done before.",Biking|Boating|Fishing|Hiking|Paddling|Canoeing|Kayaking|Stand Up Paddleboarding|Whitewater Rafting|Junior Ranger Program|Tubing|River Tubing|Swimming|Freshwater Swimming|Wildlife Watching|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Summers typically consist of long spells of warm, humid weather. Average highs are in the lower 90's and overnight lows range from the upper 60's to lower 70's. Winters are more variable with highs averaging from the mid 50's to lower 60's while the lows average in the mid 30's. Oftentimes, stretches of mild weather will alternate with cold spells. Spring and Autumn seasons are characterized by much variability from day to day and from year to year."
choh,Chesapeake & Ohio Canal,39.0002836919553,-77.2481399539388,"Preserving America's early transportation history, the C&O Canal began as a dream of passage to Western wealth. Operating for nearly 100 years the canal was a lifeline for communities along the Potomac River as coal, lumber, and agricultural products floated down the waterway to market. Today it endures as a pathway for discovering historical, natural, and recreational treasures.",Biking|Road Biking|Boating|Boat Tour|Camping|Car or Front Country Camping|Group Camping|Fishing|Freshwater Fishing|Guided Tours|Self-Guided Tours - Walking|Boat Tour|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Ice Skating|Paddling|Junior Ranger Program|Skiing|Cross-Country Skiing|Snowshoeing|Wildlife Watching|Birdwatching|Shopping,"The Washington, DC, area has a four-season Mid-Atlantic climate. Summertime is warm and humid, while winter can be cold and snowy. Precipitation averages 2-4” monthly, year-round. The climate gradually gets cooler and wetter further west along the canal where the elevation is higher."
cbpo,Chesapeake Bay,38.971601,-76.483355,"NPS helps you learn about and enjoy the Chesapeake Bay, the largest estuary in North America. Here, you can visit major league cities, colonial towns, American Indian landscapes, farms and fishing villages. You can learn to kayak, pick crabs, go fishing, tour a lighthouse, slurp oysters, and slow down to enjoy the natural beauty of the Chesapeake.",Boating|Compass and GPS|Geocaching|Guided Tours|Paddling|Junior Ranger Program|Wildlife Watching,"Annapolis, Maryland has a warm humid temperate climate with hot summers and no dry season. Over the course of a year, the temperature typically varies from 29°F to 86°F and is rarely below 19°F or above 91°F. The warm season lasts from May 30 to September 18 with an average daily high temperature above 77°F. The cold season lasts from November 29 to March 4 with an average daily high temperature below 50°F."
chch,Chickamauga & Chattanooga,34.94317623,-85.28749537,"In 1863, Union and Confederate forces fought for control of Chattanooga, known as the ""Gateway to the Deep South."" The Confederates were victorious at nearby Chickamauga in September. However, renewed fighting in Chattanooga that November provided Union troops victory and control of the city. After the fighting, a Confederate soldier ominously wrote, ""This...is the death-knell of the Confederacy.""",Auto and ATV|Scenic Driving|Biking|Road Biking|Climbing|Rock Climbing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Living History|Historic Weapons Demonstration|First Person Interpretation|Paddling|Canoeing|Kayaking|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"The climate in northern Georgia is generally temperate. Short, cool winters give relief from hot summers. Most visitors enjoy this area during long, mild fall and spring seasons."
chic,Chickasaw,34.46050507,-97.00715669,"Springs, streams, lakes - whatever its form, water is the attraction at Chickasaw National Recreation Area.",Astronomy|Stargazing|Biking|Mountain Biking|Road Biking|Boating|Motorized Boating|Jet Skiing|Camping|Car or Front Country Camping|Group Camping|RV Camping|Fishing|Food|Picnicking|Hands-On|Volunteer Vacation|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Hunting and Gathering|Gathering and Foraging|Hunting|Paddling|Canoeing|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Swimming|Freshwater Swimming|Water Skiing|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store,"Summers are hot and humid. Temperatures above 100ºF occur, and humidity often exceeds 50%. Winters are mild and prolonged freezes are rare. Thunderstorms are common April through July."
chir,Chiricahua,32.01214618,-109.341607,"A ""Wonderland of Rocks"" is waiting for you to explore at Chiricahua National Monument. The 8-mile paved scenic drive and 17-miles of day-use hiking trails provide opportunities to discover the beauty, natural sounds, and inhabitants of this 12,025 acre site. Visit the Faraway Ranch Historic District to discover more about the people who have called this area home.",Astronomy|Stargazing|Camping|Food|Picnicking|Guided Tours|Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store,"Chiricahua National Monument ranges from 5,124 feet / 1,562 meters in elevation at the entrance station to 7,310 feet / 2,228 meters at the summit of Sugarloaf Mountain. You can enjoy the differences of four seasons. http://www.nps.gov/chir/planyourvisit/weather.htm"
chri,Christiansted,17.73771903,-64.72906227,"No place in the Caribbean still demonstrates the architectural, economic, and political influence of Europe like Christiansted National Historic Site. Come wander through 18th century buildings in one the Caribbean's few urban parks. It is a unique experience that you will never forget.",Arts and Culture|Live Music|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,Welcome to the tropics!
ciro,City Of Rocks,42.0699024,-113.7124097,"Emigrants of the California Trail describe the rocks here in vivid detail as ""a city of tall spires,” “steeple rocks,"" and ""the silent city."" Today, this backcountry byway attracts rock climbers, campers, hikers, hunters, and those with the spirit of adventure. There's inspirational scenery, exceptional opportunities for geologic study, and remnants of the Old West awaiting your discovery.",Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Mountain Biking|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Climbing|Rock Climbing|Ice Climbing|Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Hunting and Gathering|Hunting|Ice Skating|Living History|First Person Interpretation|Junior Ranger Program|Skiing|Cross-Country Skiing|Snow Play|Snowmobiling|Snowshoeing|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"City of Rocks is located in south-central Idaho within the northern edge of the Basin and Range geologic province. Outdoor recreation can be pleasant from April through October. Summers are generally dry with 10 to 15 inches of precipitation in winter and spring. Summer temperatures range widely with night time lows occasionally approaching freezing and midday highs nearing 100° F; however, the typical range of low and high temperature is 45-85. Thunderstorms are common in the summer months (June - August)"
cwdw,Civil War Defenses of Washington,38.9644,-77.0292,"On forested hills surrounding the nation's capital are the remnants of a complex system of Civil War fortifications. These strategic buttresses transformed the young capital into one of the world's most fortified cities. By 1865, 68 forts and 93 batteries armed with over 800 cannons encircled Washington, DC. Today, you can visit 17 of the original sites now managed by the National Park Service.",Arts and Culture|Theater|Biking|Mountain Biking|Road Biking|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Living History|First Person Interpretation|Junior Ranger Program|Wildlife Watching,"Civil War Defenses of Washington sites will be open. For Updates, visit the parks alert section of the website."
clba,Clara Barton,38.96762882,-77.14009689,"Clara Barton dedicated her life and energies to help others in times of need - both home and abroad, in peacetime as well as during military emergencies. Glen Echo was her home the last 15 years of her life and the structure illustrates her dedication and concern for those less fortunate than herself.",Guided Tours|Museum Exhibits,"Weather for the Washington, D.C. area."
colo,Colonial,37.22824435,-76.61998123,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",Arts and Culture|Auto and ATV|Scenic Driving|Biking|Road Biking|Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program,"During the summer season visitors should dress in light, comfortable clothing, wear comfortable shoes and use sunscreen. We recommended you carry a bottle of water with you. High temperatures and high humidity create higher risk of heat cramps, heat exhaustion and heatstroke. Most of the Historic site is out-of-doors and although not a great distance from an air-conditioned building, staying properly hydrated will help prevent these illnesses. During the fall visitors should have a light jacket available."
